ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
442,B,Ship,5,3,$190,3,high,M,45,2628,FALSE
443,C,Ship,4,3,$186,2,medium,F,48,2805,FALSE
444,F,Ship,4,4,$207,2,medium,M,35,2596,FALSE
445,D,Ship,3,3,$135,3,low,F,19,1366,FALSE
446,F,Ship,4,4,$189,2,medium,F,18,2955,FALSE
447,A,Ship,4,4,$173,5,medium,F,51,1691,FALSE
448,B,Ship,3,4,$194,3,medium,M,3,2169,FALSE
449,C,Ship,3,1,$183,3,low,M,19,3018,FALSE
450,F,Ship,4,3,$140,2,low,F,22,1248,FALSE
451,D,Ship,4,4,$244,3,medium,F,55,2782,FALSE
452,F,Ship,2,3,$189,4,low,M,34,3355,FALSE
453,A,Ship,3,2,$157,2,medium,M,53,1390,FALSE
454,B,Ship,4,1,$275,10,medium,F,23,2726,FALSE
455,C,Ship,4,5,$133,3,low,F,53,1467,FALSE
456,F,Ship,4,1,$149,3,medium,M,54,1178,FALSE
457,D,Ship,3,3,$254,2,high,M,17,3153,FALSE
458,F,Ship,3,4,$145,8,low,F,15,1429,FALSE
459,A,Ship,3,2,$179,5,low,F,52,1991,FALSE
460,B,Ship,5,2,$168,3,low,M,26,1526,FALSE
461,C,Ship,4,1,$202,3,medium,F,18,3940,FALSE
462,F,Ship,3,4,$220,7,low,M,43,2620,FALSE
463,D,Ship,3,4,$244,8,low,M,1,2703,FALSE
464,F,Ship,4,2,$186,7,medium,F,40,3111,FALSE
465,A,Ship,5,2,$263,8,medium,M,24,3139,FALSE
466,B,Ship,3,2,$294,4,low,F,15,1318,FALSE
467,C,Ship,3,5,$226,2,medium,F,2,1043,FALSE
468,F,Ship,4,4,$173,5,medium,F,2,1175,FALSE
469,D,Ship,3,5,$194,3,medium,F,10,2277,FALSE
470,F,Ship,3,5,$183,3,low,F,2,3459,FALSE
471,A,Ship,4,1,$140,2,low,M,61,1770,FALSE
472,B,Ship,4,3,$244,3,medium,M,8,3318,FALSE
473,C,Ship,2,2,$189,4,low,M,9,3413,FALSE
474,F,Ship,3,1,$157,2,medium,F,39,1525,FALSE
475,D,Ship,4,3,$275,10,medium,M,10,2093,FALSE
476,F,Ship,4,5,$133,3,low,M,59,1092,FALSE
477,A,Ship,4,2,$149,3,medium,M,26,1863,FALSE
478,B,Ship,3,4,$254,2,high,F,41,3973,FALSE
479,C,Ship,3,4,$145,8,low,F,24,1594,FALSE
480,F,Ship,3,5,$179,5,low,M,56,1113,FALSE
481,D,Ship,5,4,$168,3,low,F,13,1317,FALSE
482,F,Ship,4,5,$202,3,medium,F,46,3181,FALSE
483,A,Ship,3,3,$220,7,low,M,25,2141,FALSE
484,B,Ship,3,2,$244,8,low,F,50,3562,FALSE
485,C,Ship,4,3,$186,7,medium,F,30,2062,FALSE
486,F,Ship,5,5,$263,8,medium,F,9,2236,FALSE
487,D,Ship,3,1,$294,4,low,F,25,1498,FALSE
488,F,Ship,4,1,$139,3,low,F,56,1811,FALSE
489,A,Ship,7,5,$192,3,low,M,46,1550,FALSE
490,B,Ship,3,3,$235,3,low,M,5,3065,FALSE
491,C,Ship,2,1,$176,3,low,F,15,1996,FALSE
492,F,Ship,5,4,$224,3,low,F,34,2627,FALSE
493,D,Ship,3,4,$128,3,medium,F,51,1524,FALSE
494,F,Ship,5,4,$226,5,low,M,47,2240,FALSE
495,A,Ship,5,1,$160,5,medium,F,16,1526,FALSE
496,B,Ship,3,1,$197,5,low,M,45,2224,FALSE
497,C,Ship,4,2,$216,3,low,F,12,2273,FALSE
498,F,Ship,4,4,$199,2,low,M,9,3075,FALSE
499,D,Ship,5,5,$271,2,low,M,27,3957,FALSE
500,F,Ship,5,1,$201,3,low,F,47,2657,FALSE
501,A,Ship,3,4,$212,2,low,M,33,2021,FALSE
502,B,Ship,3,2,$177,3,low,M,10,1641,FALSE
503,C,Ship,3,4,$191,4,medium,F,43,2903,FALSE
504,F,Ship,3,2,$174,3,low,M,30,1986,FALSE
505,D,Ship,5,3,$162,2,low,F,14,1045,FALSE
506,F,Ship,3,1,$219,2,low,F,39,2696,FALSE
507,A,Ship,4,4,$155,3,medium,F,35,1421,FALSE
508,B,Ship,5,3,$230,3,medium,F,3,2923,FALSE
509,C,Ship,4,5,$192,2,medium,F,36,2497,FALSE
510,F,Ship,5,2,$235,3,low,M,14,2984,FALSE
511,D,Ship,3,2,$200,3,low,M,46,3642,FALSE
512,F,Ship,5,2,$172,3,medium,M,65,1667,FALSE
513,A,Ship,5,4,$160,4,low,F,6,1603,FALSE
514,B,Ship,5,3,$250,5,low,M,12,2722,FALSE
515,C,Ship,4,2,$174,3,low,M,9,1682,FALSE
516,F,Ship,3,2,$204,3,high,F,54,3608,FALSE
517,D,Ship,3,5,$274,3,medium,F,51,3476,FALSE
518,F,Ship,5,5,$262,2,medium,F,62,3744,FALSE
519,A,Ship,4,5,$138,3,medium,M,23,1785,FALSE
520,B,Ship,3,1,$215,3,medium,F,2,3873,FALSE
521,C,Ship,3,1,$145,2,low,F,34,1773,FALSE
522,F,Road,4,5,$149,2,medium,M,56,1141,FALSE
523,D,Road,6,5,$212,2,medium,M,38,2359,FALSE
524,F,Road,3,1,$155,3,medium,F,47,1193,FALSE
525,A,Road,5,2,$154,3,low,M,40,1238,FALSE
526,B,Road,3,3,$249,3,medium,M,51,2173,FALSE
527,C,Road,5,1,$206,2,low,M,2,3490,FALSE
528,F,Road,4,5,$235,3,medium,F,22,2015,FALSE
529,D,Road,5,5,$261,3,medium,F,8,3257,FALSE
530,F,Road,6,1,$243,4,high,F,22,3537,FALSE
531,A,Road,3,2,$237,2,high,M,26,3103,FALSE
532,B,Road,2,4,$179,2,low,F,19,1900,FALSE
533,C,Road,4,3,$192,3,low,F,43,3498,FALSE
534,F,Road,3,1,$141,3,medium,F,39,1838,FALSE
535,D,Road,3,2,$245,3,low,F,61,2188,FALSE
536,F,Road,4,4,$177,4,medium,F,32,1774,FALSE
537,A,Road,2,3,$154,4,high,F,17,1897,FALSE
538,B,Road,4,4,$228,3,medium,F,12,3359,FALSE
539,C,Road,3,3,$207,6,high,F,24,3702,FALSE
540,F,Road,4,4,$266,4,medium,F,33,2701,FALSE
541,D,Road,3,3,$172,3,medium,F,42,1707,FALSE
542,F,Road,4,3,$142,3,low,F,35,1512,FALSE
543,A,Road,4,5,$218,3,low,F,40,3200,FALSE
544,B,Flight,3,3,$231,2,low,M,46,2962,FALSE
545,C,Flight,4,2,$180,3,low,F,47,1434,FALSE
546,F,Flight,3,1,$168,3,low,M,46,1886,FALSE
547,D,Flight,5,5,$147,4,high,F,42,1642,FALSE
548,F,Flight,5,4,$245,5,low,M,6,3592,FALSE
549,A,Flight,2,4,$182,3,medium,M,47,3792,FALSE
550,B,Flight,3,4,$176,3,medium,F,8,1567,FALSE
551,C,Flight,5,3,$197,4,medium,F,51,2917,FALSE
552,F,Flight,3,5,$233,3,medium,M,52,3519,FALSE
553,D,Flight,3,4,$156,2,low,M,8,1145,FALSE
554,F,Flight,2,3,$257,4,medium,F,52,2073,FALSE
555,A,Flight,5,4,$250,3,low,F,11,3373,FALSE
556,B,Flight,5,4,$189,5,low,M,3,3301,FALSE
557,C,Flight,3,3,$255,2,high,M,7,3311,FALSE
558,F,Flight,2,3,$198,2,medium,M,28,3514,FALSE
559,D,Flight,4,2,$164,3,medium,M,15,1489,FALSE
560,F,Flight,5,2,$271,3,medium,M,32,3785,FALSE
561,A,Flight,3,1,$185,2,medium,F,34,3299,FALSE
562,B,Flight,2,5,$157,6,high,F,17,1764,FALSE
563,C,Flight,3,2,$137,2,medium,M,17,1673,FALSE
564,F,Flight,3,3,$229,3,low,M,14,2164,FALSE
565,D,Flight,3,3,$234,2,medium,F,39,2449,FALSE
566,F,Ship,4,3,$216,2,low,M,52,3578,FALSE
567,A,Ship,3,1,$163,4,low,F,20,1940,FALSE
568,B,Ship,5,2,$268,3,low,M,19,2526,FALSE
569,C,Ship,3,3,$205,5,medium,M,35,2988,FALSE
570,F,Ship,4,5,$265,2,medium,F,18,2969,FALSE
571,D,Ship,2,2,$236,3,medium,M,3,3416,FALSE
572,F,Ship,4,1,$132,3,low,M,63,1901,FALSE
573,A,Ship,3,4,$234,2,medium,M,46,3108,FALSE
574,B,Ship,4,3,$108,6,low,F,22,1745,FALSE
575,C,Ship,4,2,$276,2,low,M,54,3706,FALSE
576,F,Ship,4,2,$179,4,low,M,1,1063,FALSE
577,D,Ship,4,1,$230,3,medium,M,40,2225,FALSE
578,F,Ship,3,2,$210,3,medium,F,43,2096,FALSE
579,A,Ship,3,2,$173,3,low,F,15,1992,FALSE
580,B,Ship,2,5,$201,3,medium,F,29,3894,FALSE
581,C,Ship,3,3,$214,2,low,M,21,3342,FALSE
582,F,Ship,4,2,$216,2,medium,F,22,3024,FALSE
583,D,Ship,2,5,$144,3,medium,M,61,1313,FALSE
584,F,Ship,5,5,$182,3,medium,F,27,3039,FALSE
585,A,Ship,3,3,$163,2,medium,F,48,1369,FALSE
586,B,Ship,3,3,$234,3,medium,F,8,2334,FALSE
587,C,Ship,3,2,$158,3,high,F,59,1307,FALSE
588,F,Ship,3,5,$194,2,medium,M,4,3496,FALSE
589,D,Ship,3,1,$201,6,medium,F,3,2497,FALSE
590,F,Ship,3,2,$178,2,medium,F,59,1933,FALSE
591,A,Ship,4,1,$214,5,medium,M,51,2669,FALSE
592,B,Ship,3,3,$281,2,medium,M,55,3047,FALSE
593,C,Ship,3,2,$260,3,medium,F,2,2176,FALSE
594,F,Ship,3,2,$200,2,medium,F,46,3174,FALSE
595,D,Ship,5,3,$209,2,high,F,49,2581,FALSE
596,F,Ship,3,1,$185,3,low,M,61,3280,FALSE
597,A,Ship,4,3,$230,3,low,F,62,2236,FALSE
598,B,Ship,3,4,$134,3,medium,F,31,1540,FALSE
599,C,Ship,4,5,$270,2,low,F,34,2821,FALSE
600,F,Ship,4,1,$140,3,medium,F,1,1464,FALSE
601,D,Ship,6,3,$133,5,medium,M,32,1367,FALSE
602,F,Ship,3,4,$145,3,medium,M,44,1218,FALSE
603,A,Ship,4,3,$206,3,medium,M,58,2135,FALSE
604,B,Ship,3,1,$162,2,low,F,52,1125,FALSE
605,C,Ship,4,3,$187,2,low,F,58,3665,FALSE
606,F,Ship,4,4,$166,5,low,F,54,1203,FALSE
607,D,Ship,4,5,$178,3,low,F,48,1819,FALSE
608,F,Ship,3,1,$167,2,high,F,34,1967,FALSE
609,A,Ship,4,4,$224,3,high,M,60,3145,FALSE
610,B,Ship,4,4,$158,3,medium,M,11,1224,FALSE
611,C,Ship,3,4,$134,2,medium,M,43,1198,FALSE
612,F,Ship,4,2,$147,2,medium,F,20,1387,FALSE
613,D,Ship,4,3,$187,3,low,M,61,2207,FALSE
614,F,Ship,4,5,$247,2,medium,F,18,2404,FALSE
615,A,Ship,5,4,$182,4,high,M,20,2212,FALSE
616,B,Ship,4,1,$177,4,medium,F,33,1049,FALSE
617,C,Ship,5,5,$143,2,high,F,18,1066,FALSE
618,F,Ship,5,3,$245,2,medium,F,8,3231,FALSE
619,D,Ship,4,1,$133,4,medium,M,64,1834,FALSE
620,F,Ship,3,5,$224,2,low,M,13,3891,FALSE
621,A,Ship,2,5,$265,2,low,F,50,3859,FALSE
622,B,Ship,4,1,$138,2,low,M,28,1528,FALSE
623,C,Ship,3,4,$253,3,low,M,6,3788,FALSE
624,F,Ship,4,1,$165,3,medium,M,51,1293,FALSE
625,D,Ship,4,3,$265,3,low,F,65,3578,FALSE
626,F,Ship,3,2,$238,3,high,F,54,3142,FALSE
627,A,Ship,5,2,$236,3,low,F,51,3402,FALSE
628,B,Ship,4,2,$190,5,high,F,38,3022,FALSE
629,C,Ship,6,1,$104,4,medium,F,23,1442,FALSE
630,F,Ship,4,5,$245,2,low,F,19,2616,FALSE
631,D,Ship,3,1,$155,3,medium,F,27,1022,FALSE
632,F,Ship,3,2,$233,3,low,M,63,2143,FALSE
633,A,Ship,4,3,$171,4,low,F,55,1539,FALSE
634,B,Ship,2,3,$164,2,low,M,56,1491,FALSE
635,C,Ship,3,1,$141,3,low,M,6,1361,FALSE
636,F,Ship,5,3,$266,2,low,F,61,2118,FALSE
637,D,Ship,3,4,$192,2,low,F,56,3765,FALSE
638,F,Ship,3,3,$229,6,medium,F,61,2298,FALSE
639,A,Ship,6,2,$269,4,medium,M,38,3171,FALSE
640,B,Ship,3,4,$247,4,low,M,59,2939,FALSE
641,C,Ship,4,4,$157,2,low,F,2,1087,FALSE
642,F,Ship,3,2,$148,3,medium,F,64,1280,FALSE
643,D,Ship,4,1,$240,2,low,M,14,2437,FALSE
644,F,Ship,4,3,$197,4,medium,M,58,3617,FALSE
645,A,Ship,6,4,$121,5,low,M,23,1734,FALSE
646,B,Ship,4,2,$124,3,high,M,60,1107,FALSE
647,C,Ship,4,2,$153,3,medium,F,53,1185,FALSE
648,F,Ship,5,2,$105,4,high,M,1,1622,FALSE
649,D,Ship,4,3,$202,3,medium,M,2,3962,FALSE
650,F,Ship,5,4,$162,2,low,F,54,1635,FALSE
651,A,Ship,3,4,$164,3,medium,M,13,1158,FALSE
652,B,Ship,3,2,$231,4,medium,M,48,3370,FALSE
653,C,Ship,5,2,$209,4,medium,F,12,2933,FALSE
654,F,Ship,3,1,$157,2,high,M,19,1898,FALSE
655,D,Ship,4,5,$249,2,low,M,4,2725,FALSE
656,F,Ship,2,3,$264,2,low,F,63,2896,FALSE
657,A,Ship,3,1,$111,4,low,M,61,1844,FALSE
658,B,Ship,3,1,$242,3,medium,F,10,3606,FALSE
659,C,Road,4,4,$169,3,low,M,23,1058,FALSE
660,F,Road,5,3,$138,2,low,M,13,1056,FALSE
661,D,Road,5,1,$158,3,low,M,9,1483,FALSE
662,F,Road,5,3,$146,4,low,M,5,1718,FALSE
663,A,Road,4,4,$218,5,medium,F,36,2995,FALSE
664,B,Road,3,2,$178,2,medium,F,22,1247,FALSE
665,C,Road,4,5,$197,3,low,F,34,3784,FALSE
666,F,Road,3,3,$243,2,medium,M,17,3230,FALSE
667,D,Road,5,2,$254,4,high,M,37,2608,FALSE
668,F,Road,3,1,$237,4,low,M,33,2782,FALSE
669,A,Road,5,1,$179,3,low,F,62,1945,FALSE
670,B,Road,3,2,$189,3,medium,M,38,2108,FALSE
671,C,Road,4,3,$244,3,medium,M,1,3982,FALSE
672,F,Road,3,3,$266,2,medium,M,46,3594,FALSE
673,D,Road,5,4,$263,3,high,M,10,2538,FALSE
674,F,Road,3,2,$247,2,medium,M,39,3189,FALSE
675,A,Road,4,5,$202,3,low,F,6,2616,FALSE
676,B,Road,4,4,$227,3,medium,F,1,2761,FALSE
677,C,Road,4,5,$189,2,low,F,15,2457,FALSE
678,F,Road,6,4,$160,2,low,F,31,1689,FALSE
679,D,Road,3,3,$117,3,medium,M,56,1618,FALSE
680,F,Road,3,1,$202,2,high,M,52,2312,FALSE
681,A,Flight,4,3,$201,3,medium,F,54,2487,FALSE
682,B,Flight,3,4,$273,2,medium,F,39,2651,FALSE
683,C,Flight,4,4,$143,2,medium,M,58,1038,FALSE
684,F,Flight,4,5,$137,4,high,M,29,1262,FALSE
685,D,Flight,5,5,$236,3,high,M,34,3455,FALSE
686,F,Flight,4,2,$241,2,low,M,17,3844,FALSE
687,A,Flight,4,2,$187,2,low,F,6,3625,FALSE
688,B,Flight,4,5,$273,2,high,M,63,3516,FALSE
689,C,Flight,5,2,$170,3,low,M,15,1314,FALSE
690,F,Flight,3,5,$138,3,low,F,37,1266,FALSE
691,D,Flight,5,4,$150,2,low,M,60,1034,FALSE
692,F,Flight,5,5,$140,3,high,F,42,1384,FALSE
693,A,Flight,4,1,$250,2,low,M,17,3544,FALSE
694,B,Flight,3,3,$207,7,medium,M,19,2182,FALSE
695,C,Flight,4,4,$214,3,low,M,36,2684,FALSE
696,F,Flight,4,1,$179,3,low,M,63,1215,FALSE
697,D,Flight,5,1,$149,4,medium,F,20,1110,FALSE
698,F,Flight,3,5,$151,2,low,F,16,1422,FALSE
699,A,Flight,4,3,$264,3,medium,M,23,2376,FALSE
700,B,Flight,6,5,$113,3,high,M,31,1037,FALSE
701,C,Flight,6,1,$281,3,medium,F,36,2536,FALSE
702,F,Flight,4,2,$197,7,medium,M,43,3730,FALSE
703,D,Ship,3,4,$265,8,low,F,35,3299,FALSE
704,F,Ship,4,2,$259,3,low,F,47,3764,FALSE
705,A,Ship,5,1,$200,8,low,F,18,3806,FALSE
706,B,Ship,2,4,$111,2,high,M,60,1787,FALSE
707,C,Ship,3,5,$223,3,medium,M,53,3670,FALSE
708,F,Ship,3,3,$241,3,low,M,5,2713,FALSE
709,D,Ship,4,1,$139,3,low,F,25,1152,FALSE
710,F,Ship,7,1,$192,3,low,M,38,1372,FALSE
711,A,Ship,3,4,$117,3,medium,M,23,1527,FALSE
712,B,Ship,3,1,$202,2,high,F,21,3120,FALSE
713,C,Ship,4,2,$201,3,medium,F,39,2066,FALSE
714,F,Ship,3,3,$273,2,medium,F,16,2466,FALSE
715,D,Ship,4,3,$143,2,medium,F,64,1910,FALSE
716,F,Ship,4,1,$137,4,high,M,15,1391,FALSE
717,A,Ship,5,3,$236,3,high,F,47,3519,FALSE
718,B,Ship,4,1,$241,2,low,F,39,2935,FALSE
719,C,Ship,4,5,$187,2,low,M,44,3218,FALSE
720,F,Ship,4,3,$273,2,high,M,43,3462,FALSE
721,D,Ship,5,3,$170,3,low,F,12,1018,FALSE
722,F,Ship,3,4,$138,3,low,F,54,1648,FALSE
723,A,Ship,5,3,$150,2,low,M,2,1682,FALSE
724,B,Ship,5,4,$140,3,high,F,56,1332,FALSE
725,C,Ship,4,3,$250,2,low,F,46,2878,FALSE
726,F,Ship,3,4,$207,7,medium,F,46,2670,FALSE
727,D,Ship,4,2,$214,3,low,F,18,2574,FALSE
728,F,Ship,4,3,$179,3,low,M,45,1903,FALSE
729,A,Ship,5,2,$149,4,medium,M,48,1068,FALSE
730,B,Ship,3,1,$151,2,low,F,4,1748,FALSE
731,C,Ship,4,5,$264,3,medium,M,16,2245,FALSE
732,F,Ship,6,5,$113,3,high,F,35,1402,FALSE
733,D,Ship,6,3,$281,3,medium,M,11,2135,FALSE
734,F,Ship,4,4,$197,7,medium,F,22,2065,FALSE
735,A,Ship,3,4,$265,8,low,M,2,3622,FALSE
736,B,Ship,4,1,$259,3,low,M,39,2427,FALSE
737,C,Ship,5,3,$200,8,low,F,9,2741,FALSE
738,F,Ship,2,1,$111,2,high,F,10,1920,FALSE
739,D,Ship,3,2,$223,3,medium,F,6,2127,FALSE
740,F,Ship,3,2,$241,3,low,M,22,3030,FALSE
741,A,Ship,4,5,$139,3,low,F,65,1277,FALSE
742,B,Ship,7,4,$192,3,low,F,33,1694,FALSE
743,C,Ship,3,5,$180,4,medium,F,59,1481,FALSE
744,F,Ship,3,3,$153,5,low,M,35,1089,FALSE
745,D,Ship,2,4,$280,4,low,M,48,1463,FALSE
746,F,Ship,7,5,$243,5,medium,M,28,1100,FALSE
747,A,Ship,3,4,$214,2,low,M,50,3881,FALSE
748,B,Ship,4,4,$177,2,low,M,6,1112,FALSE
749,C,Ship,3,2,$182,3,medium,F,39,3828,FALSE
750,F,Ship,4,5,$185,3,medium,M,17,2824,FALSE
751,D,Ship,3,3,$143,3,medium,M,23,1281,FALSE
752,F,Ship,3,3,$162,3,medium,M,7,1901,FALSE
753,A,Ship,3,1,$171,2,low,M,34,1999,FALSE
754,B,Ship,5,1,$227,3,low,F,14,2589,FALSE
755,C,Ship,3,5,$205,6,low,F,25,2232,FALSE
756,F,Ship,3,5,$258,3,low,M,17,3033,FALSE
757,D,Ship,4,5,$195,5,medium,F,10,3537,FALSE
758,F,Ship,4,1,$224,2,low,M,8,3638,FALSE
759,A,Ship,2,5,$192,6,low,F,41,2673,FALSE
760,B,Ship,3,3,$202,3,medium,F,35,3986,FALSE
761,C,Ship,5,3,$235,2,medium,F,12,3358,FALSE
762,F,Ship,3,4,$218,3,low,M,22,3818,FALSE
763,D,Ship,6,5,$176,4,medium,M,31,1262,FALSE
764,F,Ship,3,3,$221,2,medium,F,26,3120,FALSE
765,A,Ship,3,4,$157,3,low,F,32,1370,FALSE
766,B,Ship,4,2,$259,4,low,F,13,2495,FALSE
767,C,Ship,2,1,$249,3,low,M,11,2534,FALSE
768,F,Ship,4,1,$263,5,low,F,62,2292,FALSE
769,D,Ship,4,3,$141,3,low,F,2,1915,FALSE
770,F,Ship,4,1,$114,3,medium,F,9,1240,FALSE
771,A,Ship,3,4,$179,4,low,F,44,1004,FALSE
772,B,Ship,4,3,$179,3,medium,M,40,1584,FALSE
773,C,Ship,3,5,$193,3,low,F,47,3523,FALSE
774,F,Ship,3,2,$137,3,medium,F,23,1246,FALSE
775,D,Ship,3,5,$110,3,low,M,55,1875,FALSE
776,F,Ship,3,1,$270,3,medium,F,61,3582,FALSE
777,A,Ship,5,1,$175,3,medium,F,64,1110,FALSE
778,B,Ship,5,1,$234,2,low,M,12,2372,FALSE
779,C,Ship,2,4,$177,3,medium,M,48,1113,FALSE
780,F,Ship,3,4,$153,2,low,F,24,1442,FALSE
781,D,Ship,4,5,$252,3,low,M,16,2332,FALSE
782,F,Ship,2,4,$122,2,low,F,32,1213,FALSE
783,A,Ship,4,5,$215,2,medium,F,34,2258,FALSE
784,B,Ship,3,3,$140,4,low,F,47,1207,FALSE
785,C,Ship,3,1,$209,2,low,M,43,2237,FALSE
786,F,Ship,2,3,$144,3,high,M,40,1500,FALSE
787,D,Ship,4,2,$210,3,low,M,16,2046,FALSE
788,F,Ship,5,1,$160,3,medium,F,22,1693,FALSE
789,A,Ship,5,4,$134,2,low,F,20,1549,FALSE
790,B,Ship,3,2,$138,3,medium,F,34,1159,FALSE
791,C,Ship,4,3,$200,2,medium,M,65,3485,FALSE
792,F,Ship,5,4,$133,2,medium,M,30,1161,FALSE
793,D,Ship,2,4,$121,5,low,M,32,1788,FALSE
794,F,Ship,4,3,$257,3,medium,M,5,2489,FALSE
795,A,Ship,4,5,$255,4,low,M,14,3099,FALSE
796,B,Road,4,1,$158,3,low,F,32,1061,FALSE
797,C,Road,4,4,$248,4,low,F,49,2322,FALSE
798,F,Road,2,3,$194,4,medium,M,65,3795,FALSE
799,D,Road,4,3,$184,3,medium,F,19,2774,FALSE
800,F,Road,5,5,$249,4,medium,F,38,2797,FALSE
801,A,Road,5,5,$170,2,medium,F,36,1278,FALSE
802,B,Road,3,4,$261,2,medium,F,1,3398,FALSE
803,C,Road,3,2,$262,2,low,F,26,2370,FALSE
804,F,Road,4,4,$224,3,medium,M,9,2952,FALSE
805,D,Road,3,4,$130,2,medium,F,42,1213,FALSE
806,F,Road,4,1,$133,3,low,M,57,1379,FALSE
807,A,Road,3,1,$145,4,low,F,58,1751,FALSE
808,B,Road,2,4,$136,6,low,F,53,1213,FALSE
809,C,Road,4,5,$163,5,low,M,24,1658,FALSE
810,F,Road,3,3,$183,3,low,F,45,2181,FALSE
811,D,Road,5,3,$216,3,medium,F,1,2434,FALSE
812,F,Road,4,1,$182,3,medium,M,28,2005,FALSE
813,A,Road,4,5,$191,3,low,F,19,2392,FALSE
814,B,Road,3,2,$140,2,high,F,7,1401,FALSE
815,C,Road,4,4,$161,3,high,F,59,1165,FALSE
816,F,Road,4,2,$200,4,low,M,43,2747,FALSE
817,D,Road,4,1,$176,3,medium,F,36,1891,FALSE
818,F,Flight,5,2,$247,3,low,M,32,3645,FALSE
819,A,Flight,3,4,$262,2,low,M,15,3287,FALSE
820,B,Flight,4,5,$154,2,low,F,49,1532,FALSE
821,C,Flight,3,1,$186,3,medium,F,11,3800,FALSE
822,F,Flight,2,1,$98,3,low,F,29,1806,FALSE
823,D,Flight,3,3,$268,3,low,F,33,3872,FALSE
824,F,Flight,5,3,$178,2,medium,F,60,1830,FALSE
825,A,Flight,3,1,$142,2,high,M,18,1428,FALSE
826,B,Flight,4,5,$160,3,low,M,33,1837,FALSE
827,C,Flight,5,2,$232,2,medium,M,24,2174,FALSE
828,F,Flight,4,2,$209,2,low,F,23,2533,FALSE
829,D,Flight,4,2,$230,3,medium,M,33,3602,FALSE
830,F,Flight,5,4,$223,3,low,F,40,2074,FALSE
831,A,Flight,4,4,$201,3,high,F,7,2644,FALSE
832,B,Flight,3,5,$224,3,medium,F,20,2937,FALSE
833,C,Flight,2,3,$251,3,low,F,2,3351,FALSE
834,F,Flight,3,4,$145,6,medium,M,57,1949,FALSE
835,D,Flight,5,4,$271,3,medium,F,16,2563,FALSE
836,F,Flight,3,5,$218,4,medium,M,60,3048,FALSE
837,A,Flight,3,4,$229,2,low,M,51,2628,FALSE
838,B,Flight,5,2,$278,2,low,F,17,2493,FALSE
839,C,Flight,2,4,$168,3,low,F,15,1886,FALSE
840,F,Ship,5,2,$151,6,medium,M,12,1920,FALSE
841,D,Ship,3,1,$232,3,low,M,9,2958,FALSE
842,F,Ship,3,2,$140,2,low,F,16,1685,FALSE
843,A,Ship,4,2,$141,3,low,M,34,1619,FALSE
844,B,Ship,5,4,$182,5,medium,F,23,3398,FALSE
845,C,Ship,4,2,$139,5,low,F,52,1977,FALSE
846,F,Ship,5,2,$145,5,medium,F,22,1818,FALSE
847,D,Ship,4,4,$140,3,medium,M,11,1911,FALSE
848,F,Ship,3,4,$267,3,medium,F,62,3589,FALSE
849,A,Ship,3,1,$191,3,high,F,60,2069,FALSE
850,B,Ship,4,2,$133,4,medium,F,52,1401,FALSE
851,C,Ship,4,2,$170,2,low,F,1,1446,FALSE
852,F,Ship,4,5,$170,2,low,F,57,1533,FALSE
853,D,Ship,3,2,$149,4,medium,F,21,1636,FALSE
854,F,Ship,5,4,$279,2,medium,F,1,3933,FALSE
855,A,Ship,4,3,$121,2,medium,M,11,1906,FALSE
856,B,Ship,3,2,$139,2,low,M,63,1767,FALSE
857,C,Ship,3,4,$265,2,high,F,64,2493,FALSE
858,F,Ship,5,2,$239,5,medium,M,24,2472,FALSE
859,D,Ship,4,3,$119,5,medium,M,5,1841,FALSE
860,F,Ship,4,1,$265,4,low,F,30,3896,FALSE
861,A,Ship,5,3,$144,6,medium,F,35,1009,FALSE
862,B,Ship,3,2,$148,2,low,F,58,1537,FALSE
863,C,Ship,5,4,$269,2,medium,M,38,2770,FALSE
864,F,Ship,2,3,$188,3,medium,F,51,3191,FALSE
865,D,Ship,3,4,$187,2,high,M,8,3725,FALSE
866,F,Ship,6,1,$168,5,high,F,65,1601,FALSE
867,A,Ship,4,1,$199,2,low,F,46,3371,FALSE
868,B,Ship,4,3,$261,3,low,F,10,2802,FALSE
869,C,Ship,3,1,$218,3,low,M,4,2304,FALSE
870,F,Ship,3,1,$196,3,low,F,64,2911,FALSE
871,D,Ship,4,5,$147,3,medium,F,46,1469,FALSE
872,F,Ship,4,2,$208,3,high,M,17,2777,FALSE
873,A,Ship,3,1,$178,5,low,F,15,1242,FALSE
874,B,Ship,4,4,$197,3,medium,M,20,3080,FALSE
875,C,Ship,2,4,$206,2,low,F,30,3955,FALSE
876,F,Ship,4,1,$222,3,medium,M,45,3158,FALSE
877,D,Ship,3,3,$247,2,medium,M,55,3461,FALSE
878,F,Ship,4,1,$222,3,medium,M,25,2582,FALSE
879,A,Ship,6,1,$205,5,low,M,14,3213,FALSE
880,B,Ship,5,2,$244,3,low,M,8,3571,FALSE
881,C,Ship,2,4,$194,6,medium,F,39,3770,FALSE
882,F,Ship,4,5,$190,2,low,M,36,3548,FALSE
883,D,Ship,3,4,$169,2,low,M,17,1242,FALSE
884,F,Ship,3,2,$251,2,low,F,5,3443,FALSE
885,A,Ship,2,2,$161,2,medium,F,1,1642,FALSE
